,header,datetime,text,label
338,New Aberdeen vaccine base to open next week,09-09-21 16:49,A new site is to open at the former John Lewis building in the city centre on Monday morning.,health
339,Covid vaccine passport plan to be announced next week,09-09-21 16:48,"Wales' average number of Covid cases is 2,260 a day, compared to 1,862 the week before.",health
340,MSPs to vote on Scottish vaccine passport scheme,09-09-21 16:38,The move will mean only fully vaccinated people will be allowed into nightclubs and many large events.,health
341,Mandatory Covid jabs for health staff considered,09-09-21 15:44,Some unions and care organisations have warned that making the jabs mandatory will lead to staff shortages.,health
342,Clubbers urged to get tested in Covid hotspot,09-09-21 15:42,The area with the highest case rate in England also has some schools which returned in mid-August.,health
343,UK records another 167 coronavirus deaths,09-09-21 15:24,"Case rates have risen in every area of England apart from the South West, Public Health England says.",health
344,Coronavirus: Morning update,09-09-21 14:04,Five things you need to know about the coronavirus pandemic this Thursday morning.,health
345,"Time wasters taking 999 for granted, operator says",09-09-21 12:12,"Some people call when they need a lift home or for a toothache, the longest-serving operator says.",health
346,'Customers will go elsewhere and won't come back',09-09-21 12:12,"Industry experts warn current shortages of some items could be ""the final straw"" for some firms.",business
347,North Koreans put hazmat suits on for parade,09-09-21 11:37,Their inclusion may be a sign that a special force was created to prevent the spread of Covid-19.,health
348,Sydney reveals plan to end months-long lockdown,09-09-21 10:57,"Australia's biggest city is likely to exit lockdown from next month, provided vaccinations continue.",health
349,China offers $31m in emergency aid to Afghanistan,09-09-21 10:25,Taliban officials had earlier described China as Afghanistan's most important partner.,health
351,PM concerned over unvaccinated hospital patients,09-09-21 1:47,"Boris Johnson says a ""higher proportion"" of younger people are being affected by the virus.",health
352,"More Covid deaths in north of England, says report",09-09-21 1:41,"The pandemic exacerbated inequalities in northern England in health and wealth, a study shows.",health
353,PM: 'We need to make the NHS investment now',09-09-21 1:32,,health
354,Pub bombing campaigners cleared of lockdown breach,09-09-21 1:02,"After the verdict Julie Hambleton accused police of ""re-traumatising"" victims' families.",health
355,Care home faces staffing crisis over vaccine rule,09-09-21 0:47,"A manager says the mandatory Covid jab rule is a ""kick in the teeth"" for the Timperley care home.",health
356,Direct contacts over 12 to get Covid test kits,09-09-21 0:33,Jersey States said the kits would enable 10 days of voluntary self-testing.,health
357,Health boards warn of 'significant' Covid pressure,09-09-21 0:28,"Two boards pause non-emergency surgery amid ""unprecedented demand"" caused by rising cases and staff shortages.",health
358,"NI records six Covid-linked deaths, 1,210 cases",09-09-21 0:19,"The total number of deaths linked to coronavirus in NI since the start of the pandemic is 2,430.",health
359,PM's big splurge shifts political dial,09-09-21 0:13,The emergency of the pandemic may have faded but the PM is still keen on big spending projects when he sees they are popular.,health
360,No firebreak lockdown planned for Wales,08-09-21 23:53,The Welsh government says it is continuing to closely monitor the public health situation.,health
361,PHA set to take over contact tracing in NI schools,08-09-21 23:47,Principals' representatives and teaching unions are expected to be consulted on the plan later.,health
362,Covid-positive care home staff work amid shortage,08-09-21 23:04,Two care home staff worked to cover a night-shift gap as there was no emergency cover available.,health
363,Coronavirus: Evening update,08-09-21 23:02,Five things you need to know about the coronavirus pandemic this Wednesday evening.,health
364,Johnson defends social care tax rise ahead of vote,08-09-21 22:39,"The PM says the levy will help with ""catastrophic costs"", but Labour says it is unfair on working people.",health
365,Green and amber lists could go in travel shake-up,08-09-21 21:28,The BBC has been told that the green and amber categories could be removed and replaced with a new system.,health
366,Covid surge in Scotland 'may be slowing down',08-09-21 21:24,"The first minister says the country still has a ""very high level of infection"" - but there are signs of it slowing down.",health
367,Covid certification 'a reasonable response to a very difficult situation' - FM,08-09-21 21:05,,health
368,Further advice expected on a third 'booster' vaccine,08-09-21 20:58,,health
369,No decision yet on vaccinations for 12 to 15-year-olds,08-09-21 20:53,,health
370,"5,810 more positive cases reported in Scotland",08-09-21 20:13,,health
371,Farmer told to dump milk over HGV driver shortage,08-09-21 20:11,"A dairy farmer says the shortage of lorry drivers has hit milk collection and is a ""constant worry"".",business
372,Further push to vaccinate students in 'jabbathon',08-09-21 19:48,Sixty walk-in clinics across 30 campuses will offer first jabs to university and college students.,health
373,AstraZeneca bosses warn against rush for boosters,08-09-21 19:01,Data on whether they are needed is still awaited but ministers say the NHS is ready to go if they are.,health
374,School closed after 'significant' Covid outbreak,08-09-21 18:13,"Dingwall Academy, one of the largest in the Highlands, closes after a surge in the number of Covid cases.",health
375,Ferry boss claims mask avoidance hitting services,08-09-21 17:08,Calmac says some passengers are ignoring advice to wear face coverings as Covid outbreaks on ferries cause disruption.,health
376,Women offered Covid jabs at antenatal appointments,08-09-21 16:12,An NHS hospital says women with Covid are more likely to need intensive care if they are pregnant.,health
377,John Swinney tests negative for Covid-19,08-09-21 15:59,The deputy first minister had been self-isolating after being told he was a close contact of someone with the virus.,health
378,Schools overwhelmed by 'tsunami' of Covid absences,08-09-21 15:22,The Ulster Teachers' Union says schools do not have the capacity to maintain current mitigations.,health
379,Javid defends planned social care tax rise,08-09-21 15:05,,health
380,Coronavirus: Morning update,08-09-21 13:58,Five things you need to know about the coronavirus pandemic this Wednesday morning.,health
381,Can in-person GP appointments ever fully return?,08-09-21 12:09,Community doctors say demand is so high they cannot see a complete return to business as usual.,health
382,'I'm double-vaccinated but can't show the proof',08-09-21 12:09,A woman who got one jab in England and one in Scotland says her vaccine certificate only confirms a single dose.,health
383,Zimbabwe asks state employees to take a jab or quit,08-09-21 11:40,,health
384,What £20 means to me,08-09-21 6:00,,health
385,Pub bombings campaigners 'easy target for fines',08-09-21 4:13,Four people are on trial for non-payment of fines issued at the commemorative event.,health
386,Assembly recalled to debate school Covid absences,08-09-21 3:19,There is concern the test and trace policy is causing a high number of pupils to miss classes.,health
387,Not getting Covid jab was mum's biggest regret,08-09-21 1:03,Emily Burrows believed she did not need the vaccine but became critically ill with the virus.,health
388,Bank of England not yet requiring return to office,08-09-21 1:00,"The Bank says staff will be expected in one day a week, but not if they have health concerns.",business
389,Covid app pings caused tram service suspension,07-09-21 23:52,,health
390,Coronavirus: Evening update,07-09-21 23:47,Five things you need to know about the coronavirus pandemic this Tuesday evening.,health
391,"No plans for October lockdown, says government",07-09-21 22:43,Officials deny a newspaper report saying new rules could come in around England's half-term holiday.,health
392,"NI records seven Covid-linked deaths, 1,748 cases",07-09-21 22:35,"The total number of deaths linked to coronavirus in NI since the start of the pandemic is 2,424.",health
393,'Frustration' as Covid hospital numbers rise,07-09-21 22:17,"There has been a spike in hospital Covid patients, with one consultant saying many are unvaccinated.",health
394,What's the pension triple lock and why's it being suspended?,07-09-21 21:59,The government has changed a policy which determines the annual rise in the state pension.,health
395,"Covid passport plan is chaotic, nightclubs say",07-09-21 21:51,People in England will soon only be allowed into clubs if they can prove their Covid status.,health
396,Low jab rate 'a factor' in highest Covid case area,07-09-21 19:30,A university professor says vaccination numbers may be behind the highest case rate in England.,health
397,Third Covid jab offered to most vulnerable,07-09-21 19:23,"An additional dose could boost protection for people with certain conditions, the Manx government says.",health
398,Unjabbed frontline hospital staff to be redeployed,07-09-21 19:05,"Southampton trust says it wants to keep patients safe but one staff member says she feels ""bullied"".",health
399,Scotland to suspend travel corridors from Monday,07-09-21 18:52,The existing travel corridors will be suspended from 04:00 on Monday after a new Covid-19 variant was identified in Brazil.,health
400,What might a 'tighter' NI lockdown look like?,07-09-21 18:52,"With Stormont ministers extending the current lockdown, could other measures could be on the table?",health
401,Travellers to UK will need to show negative test,07-09-21 18:51,International travellers will have to take a Covid test up to 72 hours before departing.,health
402,Superspreader worries over huge funfair,07-09-21 17:36,"People ""squashed together"" at next month's Hull Fair could drive up infections, a health boss says.",health
403,Pub chain launches 'jab and job' recruitment drive,07-09-21 17:16,Applicants will be able to apply for positions in the hospitality group while getting their Covid vaccinations.,health
404,NI health system 'one step from chaos' over Covid,07-09-21 16:56,"BBC News NI is given exclusive access to an intensive care unit, where patients are battling Covid.",health
405,'Extreme love' for nurse who died from Covid,07-09-21 16:34,"Staff at County Hospital in Stafford remember Veronica Guy as an ""advocate for patients"".",health
406,'Without the vaccine we would have been on our knees',07-09-21 16:33,,health
407,Man gets five-year jail term for spreading Covid,07-09-21 14:59,"Le Van Tri was found guilty of spreading the virus to eight people in Vietnam, one of whom died.",health
409,Daily battle for beds with system 'on knife edge',07-09-21 14:49,"Too few staff and a lack of hospital beds contribute to a fragile health system, writes Marie-Louise Connolly.",health
410,Coronavirus: Morning update,07-09-21 13:42,Five things you need to know about the coronavirus pandemic this Tuesday morning.,health
411,'I can't get a driving test until next year',07-09-21 12:30,A backlog due to the pandemic means learner drivers like Katie McKerral face long waits to sit their test.,health
412,Australia PM defends Father's Day trip in lockdown,07-09-21 11:42,"Scott Morrison is accused of ""appalling judgment"" for flying to Sydney while millions must stay home.",health
413,"Chip shortage could last into 2023, says car boss",07-09-21 6:01,"The car industry must learn from the Covid ""stress test"", says Mercedes-Benz-owner Daimler.",health
414,Planned job cuts fall despite furlough deadline,07-09-21 6:01,August saw the fewest redundancies since 2014 despite plans to end furlough on 30 September.,health
416,UK passes seven million confirmed Covid cases,07-09-21 1:53,"The milestone comes as another 41,000 daily cases are recorded, but the real total is likely to be higher.",health
417,Social care plans facing Tory tax backlash,07-09-21 1:40,"The PM is in talks on how to fund changes, but Conservative MPs warn against a National Insurance hike.",health
418,NHS to get £5.4bn extra to deal with Covid backlog,07-09-21 1:38,"Boris Johnson says the money will ""go straight to the front line"" in England over the next six months.",health
419,Table service rules over for NI pubs and restaurants,07-09-21 1:21,Up to 15 people are now allowed indoors in homes while dancing will be allowed at wedding receptions.,health
420,More than half of NI school off as close contacts,07-09-21 1:03,At least 400 pupils from Larne High School in County Antrim could not come to class on Monday.,health
421,Jabs for all teens call over long-Covid fears,07-09-21 0:37,"A leading virologist says 12 to 15-year-olds should be vaccinated, as case rates continue to rise.",health
422,Coronavirus: Evening update,07-09-21 0:29,Five things you need to know about the coronavirus pandemic this Monday evening.,health
423,Graduation 'celebrates everything I've achieved',06-09-21 23:57,Students attend a university's first in-person graduation since Covid restrictions came in in 2020.,health
424,Students return with cautious hope for normality,06-09-21 23:17,Several campuses are holding freshers weeks with a hope of more in-person learning being available to students.,health
425,Visits by carer with suspected Covid 'gobsmacking',06-09-21 23:15,"Samantha Gould carried out home visits after being told to self-isolate, a tribunal hears.",health
426,'A hotel without linen is not a hotel',06-09-21 22:44,The laundry firms that provide bed linen for hotels across the UK are facing an unprecedented crisis.,business
427,Mayor vows to 'hammer home' Covid safety advice,06-09-21 21:06,,health
428,'Why not have festivals that only women attend?',06-09-21 20:54,,health
429,"NI records nine Covid-linked deaths, 1,764 cases",06-09-21 20:47,"The total number of deaths linked to coronavirus in NI since the start of the pandemic is 2,417.",health
430,Manx firms welcome more Covid financial support,06-09-21 19:38,"More funding is made available for catering, entertainment, hospitality and leisure operators.",health
431,Stereophonics and Sir Tom Jones to play festive show,06-09-21 19:35,The rockers will be joined by Sir Tom Jones and Catfish And The Bottlemen in all-Welsh concert.,health
432,Vaccination plea to help ease critical care pressure,06-09-21 19:03,A health board director in Dumfries and Galloway urges anyone who is unvaccinated to come forward to get their jab.,health
433,MSPs back Scottish vaccine passports,06-09-21 17:27,"Despite objections from opposition MSPs, the Scottish government wins a vote which will see the introduction of vaccine certification for some venues.",health
434,Covid in Scotland: 'Cautious optimism' over virus rates,06-09-21 17:21,"First Minister Nicola Sturgeon tells MSPs that while cases remain high the rates ""may now be slowing down"".",health
435,Virus spike concerns as pupils head back to school,06-09-21 17:21,Schools have welcomed back millions of pupils in England and Wales as the new term begins.,health
436,'Boom' in second homes flipped to holiday lets,06-09-21 17:15,"More than 11,000 second homes become rental businesses since the pandemic began, research shows.",health
438,Ireland eases gathering and wedding restrictions,06-09-21 16:11,"Places of worship can operate at 50% capacity, while live music and dancing can resume at weddings.",health
439,Coronavirus: Morning update,06-09-21 14:14,Five things you need to know about the coronavirus pandemic this Monday morning.,health
440,"UK records another 41,000 coronavirus cases",06-09-21 13:58,Another 45 deaths within 28 days of a positive coronavirus test have been reported in the UK.,health
441,School closures 'catastrophic' for poor students,06-09-21 13:35,Learning outcomes have worsened in India where schools have been shut due to Covid for more than a year.,health
443,Australians swap Father's Day hugs across barriers,06-09-21 10:34,Families separated by state border closures meet up at road blocks to exchange emotional greetings.,health
444,Students return with school restrictions lifted,06-09-21 6:08,,health
447,Some schools 'not following close-contact advice',06-09-21 2:19,A teachers' organisation says there are concerns the guidance could lead to more Covid cases.,health
448,Roads reopen as Covid extra space scheme ends,05-09-21 22:21,Roads which closed to give extra space to pedestrians and businesses in Ceredigion are reopened.,health
449,Vaccine passports to start in England this month,05-09-21 22:07,The scheme for nightclubs and other venues from the end of September aims to ensure they stay open.,health
450,"NI records seven Covid-linked deaths, 1,232 cases",05-09-21 21:45,"The total number of deaths linked to coronavirus in NI since the start of the pandemic is 2,408.",health
451,Pub marquees could become permanent fixtures,05-09-21 20:26,Some of the outdoor seating set up by businesses in the pandemic could be allowed to remain.,health
452,Vaccine passports may 'entrench vaccine hesitancy',05-09-21 19:54,,health
453,Opposition increasing towards vaccine passports,05-09-21 19:25,Resistance is building from different sectors to proposals for vaccine certification to be shown in selected settings.,health
454,Do celebrity posts give locations a tourism boost?,05-09-21 15:30,"Tom Hardy, Lin-Manuel Miranda and Forest Whitaker have all been seen enjoying Wales while filming.",health
455,"Jobs market set for bumpy ride, says think tank",05-09-21 6:32,"Those still on furlough face uncertain times when the scheme ends, the Resolution Foundation says.",health
458,New Zealand cinema worker's voicemail blooper,05-09-21 3:07,,health
459,"Don't take horse dewormer for Covid, doctor pleads",05-09-21 2:48,The US National Poison Data System reported 459 cases of Ivermectin exposure across the country in August.,health
460,Call for clarity on Covid vaccines for children,05-09-21 1:08,But Labour says measures including masks and ventilation are also needed to prevent school disruption.,health
461,"Right thing to vaccinate children, Plaid says",05-09-21 0:44,A decision from the chief medical officer on jabs for 12 to 15-year-olds is expected within days.,health
462,Heathrow criticises Border Force for long queues,05-09-21 0:33,The airport says too few staff were on duty at passport control as families returned from holiday.,health
463,"Denying 12-15s a vaccine is 'unethical', says union",04-09-21 23:28,The EIS teachers' union believes it is a child's right to be offered the same care as the rest of the population.,health
464,Decision on jabs for children due in days,04-09-21 22:07,"There is a ""strong case"" for vaccinating healthy 12 to 15-year-olds, the government believes.",health
465,"NI records seven Covid-linked deaths, 1,812 cases",04-09-21 22:05,"The total number of deaths linked to coronavirus in NI since the start of the pandemic is 2,401.",health
466,About 70 Covid cases linked to Green Man festival,04-09-21 22:02,"The cases are ""not necessarily attributable"" to transmission at the festival, Public Health Wales says.",health
467,What do parents think about vaccinating children?,04-09-21 20:14,Parents share their thoughts on the prospect of offering Covid vaccines to all 12 to 15-year-olds.,health
468,Decision to jab children 'entirely up to parents',04-09-21 15:33,,health
469,'I've eaten the same breakfast for the last 22 years',04-09-21 15:10,A veteran hotel inspector reveals the highs and lows of working undercover in Scotland.,health
470,'I turned my barn into my own private pub',04-09-21 12:44,,health
471,Testing term ahead as pupils returned to school,04-09-21 12:32,Concerns are raised about self-isolation advice and how the school return may affect case numbers.,health
472,"Convulsed by Covid, can the NHS cope this winter?",04-09-21 7:54,"The pandemic, the return of normal winter illnesses and a growing backlog, could stretch it to its limit.",health
473,'My parents won't let me get the Covid vaccine',04-09-21 6:08,,health
475,Flu jab delay due to lorry driver shortage,04-09-21 3:19,"The maker says it is two weeks behind on its deliveries, and vaccinations will have to be rescheduled.",health
476,Judge rules Covid patient should be allowed to die,04-09-21 2:40,"A court agrees that 'distressing' life-support treatment for the woman, in her 50s, should end.",health
477,Scientists not backing jabs for 12 to 15-year-olds,04-09-21 0:49,"But 200,000 extra children with underlying conditions will now be eligible for two doses.",health
478,'Still a chance' healthy teens could be vaccinated,04-09-21 0:46,"Advice from chief medical officers could see 12 to 15-year-olds get the jab soon, says national clinical director.",health
479,Vaccines for 12 to 15-year-olds 'could still happen',04-09-21 0:29,,health
481,What Israel tells us about the way out of Covid,03-09-21 23:28,Third jabs given as part of a booster programme are beginning to dampen the latest Covid surge.,health
482,Scottish Covid infection rate reaches highest level,03-09-21 23:25,Figures from the Office for National Statistics suggest one in 75 people had Covid-19 last week.,health
483,Coronavirus: Evening update,03-09-21 23:22,Five things you need to know about the coronavirus pandemic this Friday evening.,health
484,"Nine more Covid-linked deaths and 1,248 new cases",03-09-21 23:21,"The total number of deaths linked to Covid-19 in NI since the start of the pandemic is 2,394.",health
485,Minister moves to ease Covid pressure hitting schools,03-09-21 23:21,Michelle McIlveen says schools will get £5.5m to tackle self-isolation and contact-tracing issues.,health
486,Watchdog launches crackdown on Covid test firms,03-09-21 23:11,One company is under investigation and 19 others could face legal action following complaints.,health
488,Irish Leaving Certificate grades up 2.4% on 2020,03-09-21 21:54,The increase is on top of a significant jump in results the year before.,health
489,EU and AstraZeneca reach deal to end vaccine row,03-09-21 21:19,"AstraZeneca agrees to deliver 200 million doses by next spring, ending the threat of court action.",health
490,Art trail hails key worker heroes of pandemic,03-09-21 21:07,,health
491,Surgery suspension extension decision 'not easy',03-09-21 20:44,NHS Borders extends its cancellation of all routine operations for a further three weeks.,health
492,'Remarkably low' crime levels as nightclubs reopen,03-09-21 20:04,"St Helier returns to its ""lively best"" following the lifting of Covid restrictions, police say.",health
493,Postponed festival goes ahead thanks to volunteers,03-09-21 19:45,The three-day festival takes place near Henry VIII's former hunting lodge.,health
494,Coach urges check-ins on friends with cancer,03-09-21 18:47,Cobi Flowers says his friends did not know how to react to his diagnosis when he told them.,health
495,Thousands expected at one-day music festival,03-09-21 18:31,The Gathering in Inverness' Northern Meeting Park was cancelled last year due to the Covid pandemic.,health
496,Care home staff shortage adding pressure on NHS,03-09-21 17:51,"A recruitment crisis in Scotland's care sector will see more people unnecessarily hospitalised, the industry warns.",health
498,Seafront murals plan to spruce up promenade,03-09-21 17:19,A flurry of Manx-themed murals have been commissioned to bring a bit of extra colour to the seafront.,health
499,Australia and UK agree to vaccine swap,03-09-21 16:47,"The UK will send four million Pfizer doses now to help Australia exit lockdowns, Canberra says.",health
500,Nisra records highest Covid deaths since February,03-09-21 16:36,Covid-19 is mentioned on the death certificates of 53 people in the week leading up to 27 August.,health
501,Government Covid advisers sent suspicious packages,03-09-21 16:11,A professor reveals how scientists advising ministers have been targeted during the pandemic.,health
502,"Covid, vaccines and a return to college",03-09-21 15:07,Students preparing to go back share their thoughts on teenagers getting the Covid vaccine.,health
504,Coronavirus: Morning update,03-09-21 13:40,Five things you need to know about the coronavirus pandemic this Friday morning.,health
505,"UK reports another 42,000 coronavirus cases",03-09-21 13:16,And 121 more people have died in the UK within 28 days of testing positive for Covid-19.,health
506,Nick Nairn restaurant 'closed for nine months',03-09-21 12:12,"The TV chef said the venue ""will be back"" - but he still faces staff shortages, no-shows and the effect of Brexit.",health
507,How do you plan a music festival in a pandemic?,03-09-21 12:05,Bristol's Team Love describe the past 18 months as they plan for 60k people on The Downs this weekend.,health
508,Diary reveals lockdown isolation at care home,03-09-21 11:58,A 94-year-old's diary of life at a care home during the pandemic is turned into a book.,health
509,'Baking boom saw them fighting over my flour',03-09-21 6:02,,health
510,Diary records how Covid changed care home life,03-09-21 4:53,,health
511,"Difficult winter if cases keep rising, says doctor",03-09-21 3:15,Public health director Kelechi Nnoaham says everything must be done to stop the rising trend.,health
512,Hospital visits restricted after Covid cases rise,03-09-21 0:14,Visits are permitted only in exceptional circumstances after 27 patients test positive for Covid-19.,health
513,"Test, Trace, Protect taking longer to reach people",03-09-21 0:07,"Just over 40% of people were reached inside 24 hours in the latest week, down from 88% recently.",health
514,Taxi firm loses 100 drivers to other industries,03-09-21 0:01,"Drivers have gone to work in other industries like food delivery during the pandemic, boss says.",health
516,Twelve more Covid-linked deaths and 793 new cases,02-09-21 23:46,"The total number of deaths linked to Covid-19 in NI since the start of the pandemic is 2,385.",health
517,Coronavirus: Evening update,02-09-21 23:25,Five things you need to know about the coronavirus pandemic this Thursday evening.,health
518,"More than 32,000 school pupils absent due to Covid",02-09-21 22:07,The figures for this week included those who had the virus and those self-isolating due to a close contact.,health
519,Free bus services offered in Covid recovery plan,02-09-21 21:54,"The council says it hopes the move will help ""kick start"" Herefordshire's economy.",health
520,Manx travel exemptions for those aged 16 and 17,02-09-21 21:54,Those with at least one dose of a Pfizer Covid vaccine can now travel without restrictions.,health
521,"Schools aren't Covid hubs, says public health boss",02-09-21 21:24,Dr Yvonne Doyle seeks to reassure parents as pupils head back to classrooms across the country.,health
522,Thousands 'not referred' to long Covid service,02-09-21 21:21,A charity says NHS bureaucracy is preventing patients from being referred to its support service.,health
523,Tanzania president confronts anti-Covid vaccine MP,02-09-21 20:48,,health
524,Amazon offers punctual staff £50 for turning up,02-09-21 19:00,The online shopping giant says it will give a bonus to workers at some sites for good attendance.,health
525,Coronavirus test result not valid after woman waited two days,02-09-21 18:55,Janie Corbet had her test on Monday and was told on Wednesday the result was invalid.,health
526,FM: Food shortages should have Tories 'hanging their heads in shame',02-09-21 18:53,,health
527,"FM seeks to discuss long Covid plan with Chest, Heart and Stroke Scotland",02-09-21 18:42,,health
528,How will CO2 monitors help schools combat Covid?,02-09-21 18:40,,health
529,Sturgeon: 'It is easy to come up with slogans in opposition',02-09-21 18:30,,health
530,Sarwar: Is waiting list issue a humiliation for the SNP?,02-09-21 18:24,,health
531,Back to school: What are the rules in Wales?,02-09-21 18:10,New Welsh government rules are expected to be adopted by schools by 20 September at the latest.,health
532,School funding warning as pupils return to class,02-09-21 18:01,"As pupils return to class in England, there's a warning that more money is needed to help pupils catch up.",health
533,Cumbria health boss reassures parents as schools return,02-09-21 17:56,,health
534,Vaccine passport benefits 'outweigh concerns',02-09-21 17:52,Health Secretary Humza Yousaf tells BBC Scotland the passports are preferable to another lockdown.,health
535,Call for £10bn for NHS to avoid cuts to services,02-09-21 16:00,"Without the extra funding for England patients could be put at risk, NHS organisations warn.",health
537,Pupils back in school amid Covid concerns,02-09-21 15:02,"With Wales at alert level zero, the Welsh government says it will keep an eye on Covid cases.",health
538,Secondary students allowed to self-test at home,02-09-21 14:57,"Officials in Jersey say tests will be ""crucial"" in dealing with Covid, which ""has not gone away"".",health
539,Virtual high streets aim to help Covid recovery,02-09-21 14:55,New websites dedicated to independent businesses in Eye and Needham Market are to be launched.,business
542,As it happened: Patients at risk without extra funds - NHS chiefs,02-09-21 13:59,Health chiefs warn waiting lists could more than double without £10bn extra funding to tackle backlogs.,health
543,Coronavirus: Morning update,02-09-21 13:50,Five things you need to know about the coronavirus pandemic this Thursday morning.,health
544,Covid hospital risk 'not higher' for teachers,02-09-21 12:36,Research by Public Health Scotland and Glasgow University found the risk was no greater than other adults.,health
545,Prince Harry uses awards show to make vaccine plea,02-09-21 12:20,"The Duke of Sussex urges governments to tackle the ""huge disparity"" in access to the Covid jab.",health
546,Universal credit £20 drop: 'I'm used to hunger pains',02-09-21 12:13,Under 25s are losing the biggest percentage of their income when the payments go down in October.,health
547,More people needed to work with Hollywood stars,02-09-21 12:09,Forest Whitaker and Tom Hardy have filmed in Wales - but the sector says it needs people to help stars.,health
548,Family describe extended quarantine 'nightmare',02-09-21 12:06,Three children and their mum from Oxford stay at a hotel for 18 days after a trip to red-list Egypt.,health
549,Coronavirus vaccine halves risk of long Covid,02-09-21 10:19,The study adds to growing evidence that vaccination helps protect against Covid in a number of ways.,health
550,Back to school: 'Children need a return to normality',02-09-21 8:51,Parents have contrasting feelings as safety measures in schools are eased at the start of the new year.,health
551,Popular podcast host Joe Rogan says he has Covid,02-09-21 7:53,"He caused controversy in April when he suggested young, healthy people did not need the vaccine.",health
552,'Some patients haven't eaten for days',02-09-21 6:09,,health
553,North Korea rejects offer of Chinese Covid-19 jabs,02-09-21 5:01,The country asked that the shots offered under the Covax scheme be redirected to harder hit nations.,health
555,How will Scotland's vaccine certificate change?,02-09-21 0:55,"Scotland is launching a QR code system in line with similar ""passports"" rolled out across Europe.",health
556,Third Covid jab advised for most vulnerable 1%,02-09-21 0:17,"More than 400,000 people in the UK are eligible - but plans for further boosters are yet to be confirmed.",health
557,"Nine more Covid-linked deaths and 1,472 new cases",01-09-21 23:58,"The total number of deaths linked to Covid-19 in NI since the start of the pandemic is 2,373.",health
558,Police up patrols amid rise in 'mindless violence',01-09-21 23:54,Three men have died during nights out in Birmingham as lockdown restrictions ease.,health
559,"Man, 89, stuck in hospital due to carer shortage",01-09-21 23:42,"He is unable to leave after five weeks in hospital due to a lack of community carers, his wife says.",health
560,"Covid-19 death toll passes 8,000 mark in Wales",01-09-21 23:20,"There have been 8,002 deaths involving Covid in Wales since the pandemic began, figures show.",health
561,Coronavirus: Evening update,01-09-21 23:11,Five things you need to know about the coronavirus pandemic this Wednesday evening.,health
562,The school hoping to put fun back into education,01-09-21 23:04,"About 800 out of 1,200 teenagers at a secondary school in Harlow voluntarily sign up to be tested.",health
563,One in 20 pupils developed virus after Covid contact,01-09-21 21:53,About 5% of school pupils who came into contact with a child with Covid went on to test positive themselves.,health
564,Citizens Advice service struggling to meet demand,01-09-21 21:51,The free service sees a huge increase in demand with requests for help over debts and benefits.,health
565,Police alert as Italian trains require Covid pass,01-09-21 21:48,Anti-vaccination protesters say they will target rail services in more than 50 cities.,health
566,Long Covid in children 'nowhere near scale feared',01-09-21 21:37,"Public should be reassured over rates of persistent symptoms, leading child health experts say.",health
567,Full theatre 'like coming home',01-09-21 20:45,"Nick Hayes says there is a ""huge sense of gratitude"" among the cast, who are ""so happy"" to be back.",health
569,Private Covid travel tests considered for Wales,01-09-21 17:04,A ban on travellers using non-NHS coronavirus tests could be scrapped by the Welsh government.,health
570,"Guernsey Covid jabs reach 100,000",01-09-21 16:57,Medical staff reached the milestone during a drop-in session at Beau Sejour on Tuesday.,health
571,Call for town's outdoor seating to continue,01-09-21 16:42,Dining marquees are taking up parking spaces and the council says others have complained.,health
572,Covid in Scotland: Vaccine certificates proposed,01-09-21 14:44,"Nicola Sturgeon tells MSPs that the move would ""protect public health, reduce the necessity for any further restrictions, and also boost vaccine take up"".",health
573,Coronavirus: Morning update,01-09-21 13:53,Five things you need to know about the coronavirus pandemic this Wednesday morning.,health
574,UK Covid deaths top 200 for first time since March,01-09-21 13:43,The number of coronavirus patients in hospital on ventilators is also the highest for six months.,health
575,Sri Lanka in economic emergency as food prices soar,01-09-21 11:53,The government says it will seize food stocks and set prices to contain inflation.,business
576,Japan finds black particles in Moderna vaccine,01-09-21 10:55,It comes less than a week after the country suspended more than a million doses due to contamination.,health
577,India sees record economic growth during Covid surge,01-09-21 9:34,The country suffered a devastating Covid spike in April and May but looser pandemic curbs still drove growth.,health
578,Time to take the day off?,01-09-21 7:01,Scotland is to trial a four-day working week but a balance between wellness and productivity has to be found.,health
580,The doctor busting Covid vaccine myths on social media,01-09-21 4:14,,health
581,Teen with Covid urges others to get vaccinated,01-09-21 4:06,"Maisy Evans, 17, is in hospital and is so short of breath she can barely talk.",health
582,Misinformation blamed for Covid admissions rise,01-09-21 4:05,A critical care consultant says some hospitals were at their busiest for months last weekend.,health
583,Irish Cabinet agrees to ease most Covid-19 rules,01-09-21 3:57,Ministers met on Tuesday to agree on a plan to ease most Covid-19 restrictions by 22 October.,health
584,Extra Covid support to be worked out in days,01-09-21 3:21,The extra resources are aimed at tackling rising coronavirus cases in Devon and Cornwall.,health
587,Almost half of one school absent in Covid surge,01-09-21 1:29,More than 400 children were missing from St Ninian's in Kirkintilloch on Tuesday for Covid-related reasons.,health
588,Irish society 'can begin to hope again' - Martin,01-09-21 1:20,,health
589,Theatres wary despite first capacity audience,01-09-21 1:10,Jimmy Carr's show is set to be the first capacity indoor audience in Wales since the pandemic began.,health
590,Jimmy Carr to be theatre's first full post-Covid crowd,01-09-21 1:05,,health
591,Community comes together for sport wellbeing day,01-09-21 0:02,Neighbourhood policing teams and the lord mayor of Bristol attended the community sport session.,health
